date_id,dteday,season,yr,mnth,holiday,weekday,workingday
366,2012-01-02,1,1,1,1,1,0
367,2012-01-03,1,1,1,0,2,1
368,2012-01-04,1,1,1,0,3,1
369,2012-01-05,1,1,1,0,4,1
370,2012-01-06,1,1,1,0,5,1
371,2012-01-07,1,1,1,0,6,0
372,2012-01-08,1,1,1,0,0,0
373,2012-01-09,1,1,1,0,1,1
374,2012-01-10,1,1,1,0,2,1
375,2012-01-11,1,1,1,0,3,1
376,2012-01-12,1,1,1,0,4,1
377,2012-01-13,1,1,1,0,5,1
378,2012-01-14,1,1,1,0,6,0
379,2012-01-15,1,1,1,0,0,0
380,2012-01-16,1,1,1,1,1,0
381,2012-01-17,1,1,1,0,2,1
382,2012-01-18,1,1,1,0,3,1
383,2012-01-19,1,1,1,0,4,1
384,2012-01-20,1,1,1,0,5,1
385,2012-01-21,1,1,1,0,6,0
386,2012-01-22,1,1,1,0,0,0
387,2012-01-23,1,1,1,0,1,1
388,2012-01-24,1,1,1,0,2,1
389,2012-01-25,1,1,1,0,3,1
390,2012-01-26,1,1,1,0,4,1
391,2012-01-27,1,1,1,0,5,1
392,2012-01-28,1,1,1,0,6,0
393,2012-01-29,1,1,1,0,0,0
394,2012-01-30,1,1,1,0,1,1
395,2012-01-31,1,1,1,0,2,1
396,2012-02-01,1,1,2,0,3,1
397,2012-02-02,1,1,2,0,4,1
398,2012-02-03,1,1,2,0,5,1
399,2012-02-04,1,1,2,0,6,0
400,2012-02-05,1,1,2,0,0,0
401,2012-02-06,1,1,2,0,1,1
402,2012-02-07,1,1,2,0,2,1
403,2012-02-08,1,1,2,0,3,1
404,2012-02-09,1,1,2,0,4,1
405,2012-02-10,1,1,2,0,5,1
406,2012-02-11,1,1,2,0,6,0
407,2012-02-12,1,1,2,0,0,0
408,2012-02-13,1,1,2,0,1,1
409,2012-02-14,1,1,2,0,2,1
410,2012-02-15,1,1,2,0,3,1
411,2012-02-16,1,1,2,0,4,1
412,2012-02-17,1,1,2,0,5,1
413,2012-02-18,1,1,2,0,6,0
414,2012-02-19,1,1,2,0,0,0
415,2012-02-20,1,1,2,1,1,0
416,2012-02-21,1,1,2,0,2,1
417,2012-02-22,1,1,2,0,3,1
418,2012-02-23,1,1,2,0,4,1
419,2012-02-24,1,1,2,0,5,1
420,2012-02-25,1,1,2,0,6,0
421,2012-02-26,1,1,2,0,0,0
422,2012-02-27,1,1,2,0,1,1
423,2012-02-28,1,1,2,0,2,1
424,2012-02-29,1,1,2,0,3,1
425,2012-03-01,1,1,3,0,4,1
426,2012-03-02,1,1,3,0,5,1
427,2012-03-03,1,1,3,0,6,0
428,2012-03-04,1,1,3,0,0,0
429,2012-03-05,1,1,3,0,1,1
430,2012-03-06,1,1,3,0,2,1
431,2012-03-07,1,1,3,0,3,1
432,2012-03-08,1,1,3,0,4,1
433,2012-03-09,1,1,3,0,5,1
434,2012-03-10,1,1,3,0,6,0
435,2012-03-11,1,1,3,0,0,0
436,2012-03-12,1,1,3,0,1,1
437,2012-03-13,1,1,3,0,2,1
438,2012-03-14,1,1,3,0,3,1
439,2012-03-15,1,1,3,0,4,1
440,2012-03-16,1,1,3,0,5,1
441,2012-03-17,1,1,3,0,6,0
442,2012-03-18,1,1,3,0,0,0
443,2012-03-19,1,1,3,0,1,1
444,2012-03-20,1,1,3,0,2,1
445,2012-03-21,2,1,3,0,3,1
446,2012-03-22,2,1,3,0,4,1
447,2012-03-23,2,1,3,0,5,1
448,2012-03-24,2,1,3,0,6,0
449,2012-03-25,2,1,3,0,0,0
450,2012-03-26,2,1,3,0,1,1
451,2012-03-27,2,1,3,0,2,1
452,2012-03-28,2,1,3,0,3,1
453,2012-03-29,2,1,3,0,4,1
454,2012-03-30,2,1,3,0,5,1
455,2012-03-31,2,1,3,0,6,0
456,2012-04-01,2,1,4,0,0,0
457,2012-04-02,2,1,4,0,1,1
458,2012-04-03,2,1,4,0,2,1
459,2012-04-04,2,1,4,0,3,1
460,2012-04-05,2,1,4,0,4,1
461,2012-04-06,2,1,4,0,5,1
462,2012-04-07,2,1,4,0,6,0
463,2012-04-08,2,1,4,0,0,0
464,2012-04-09,2,1,4,0,1,1
465,2012-04-10,2,1,4,0,2,1
466,2012-04-11,2,1,4,0,3,1
467,2012-04-12,2,1,4,0,4,1
468,2012-04-13,2,1,4,0,5,1
469,2012-04-14,2,1,4,0,6,0
470,2012-04-15,2,1,4,0,0,0
471,2012-04-16,2,1,4,1,1,0
472,2012-04-17,2,1,4,0,2,1
473,2012-04-18,2,1,4,0,3,1
474,2012-04-19,2,1,4,0,4,1
475,2012-04-20,2,1,4,0,5,1
476,2012-04-21,2,1,4,0,6,0
477,2012-04-22,2,1,4,0,0,0
478,2012-04-23,2,1,4,0,1,1
479,2012-04-24,2,1,4,0,2,1
480,2012-04-25,2,1,4,0,3,1
481,2012-04-26,2,1,4,0,4,1
482,2012-04-27,2,1,4,0,5,1
483,2012-04-28,2,1,4,0,6,0
484,2012-04-29,2,1,4,0,0,0
485,2012-04-30,2,1,4,0,1,1
486,2012-05-01,2,1,5,0,2,1
487,2012-05-02,2,1,5,0,3,1
488,2012-05-03,2,1,5,0,4,1
489,2012-05-04,2,1,5,0,5,1
490,2012-05-05,2,1,5,0,6,0
491,2012-05-06,2,1,5,0,0,0
492,2012-05-07,2,1,5,0,1,1
493,2012-05-08,2,1,5,0,2,1
494,2012-05-09,2,1,5,0,3,1
495,2012-05-10,2,1,5,0,4,1
496,2012-05-11,2,1,5,0,5,1
497,2012-05-12,2,1,5,0,6,0
498,2012-05-13,2,1,5,0,0,0
499,2012-05-14,2,1,5,0,1,1
500,2012-05-15,2,1,5,0,2,1
501,2012-05-16,2,1,5,0,3,1
502,2012-05-17,2,1,5,0,4,1
503,2012-05-18,2,1,5,0,5,1
504,2012-05-19,2,1,5,0,6,0
505,2012-05-20,2,1,5,0,0,0
506,2012-05-21,2,1,5,0,1,1
507,2012-05-22,2,1,5,0,2,1
508,2012-05-23,2,1,5,0,3,1
509,2012-05-24,2,1,5,0,4,1
510,2012-05-25,2,1,5,0,5,1
511,2012-05-26,2,1,5,0,6,0
512,2012-05-27,2,1,5,0,0,0
513,2012-05-28,2,1,5,1,1,0
514,2012-05-29,2,1,5,0,2,1
515,2012-05-30,2,1,5,0,3,1
516,2012-05-31,2,1,5,0,4,1
517,2012-06-01,2,1,6,0,5,1
518,2012-06-02,2,1,6,0,6,0
519,2012-06-03,2,1,6,0,0,0
520,2012-06-04,2,1,6,0,1,1
521,2012-06-05,2,1,6,0,2,1
522,2012-06-06,2,1,6,0,3,1
523,2012-06-07,2,1,6,0,4,1
524,2012-06-08,2,1,6,0,5,1
525,2012-06-09,2,1,6,0,6,0
526,2012-06-10,2,1,6,0,0,0
527,2012-06-11,2,1,6,0,1,1
528,2012-06-12,2,1,6,0,2,1
529,2012-06-13,2,1,6,0,3,1
530,2012-06-14,2,1,6,0,4,1
531,2012-06-15,2,1,6,0,5,1
532,2012-06-16,2,1,6,0,6,0
533,2012-06-17,2,1,6,0,0,0
534,2012-06-18,2,1,6,0,1,1
535,2012-06-19,2,1,6,0,2,1
536,2012-06-20,2,1,6,0,3,1
537,2012-06-21,3,1,6,0,4,1
538,2012-06-22,3,1,6,0,5,1
539,2012-06-23,3,1,6,0,6,0
540,2012-06-24,3,1,6,0,0,0
541,2012-06-25,3,1,6,0,1,1
542,2012-06-26,3,1,6,0,2,1
543,2012-06-27,3,1,6,0,3,1
544,2012-06-28,3,1,6,0,4,1
545,2012-06-29,3,1,6,0,5,1
546,2012-06-30,3,1,6,0,6,0
547,2012-07-01,3,1,7,0,0,0
548,2012-07-02,3,1,7,0,1,1
549,2012-07-03,3,1,7,0,2,1
550,2012-07-04,3,1,7,1,3,0
551,2012-07-05,3,1,7,0,4,1
552,2012-07-06,3,1,7,0,5,1
553,2012-07-07,3,1,7,0,6,0
554,2012-07-08,3,1,7,0,0,0
555,2012-07-09,3,1,7,0,1,1
556,2012-07-10,3,1,7,0,2,1
557,2012-07-11,3,1,7,0,3,1
558,2012-07-12,3,1,7,0,4,1
559,2012-07-13,3,1,7,0,5,1
560,2012-07-14,3,1,7,0,6,0
561,2012-07-15,3,1,7,0,0,0
562,2012-07-16,3,1,7,0,1,1
563,2012-07-17,3,1,7,0,2,1
564,2012-07-18,3,1,7,0,3,1
565,2012-07-19,3,1,7,0,4,1
566,2012-07-20,3,1,7,0,5,1
567,2012-07-21,3,1,7,0,6,0
568,2012-07-22,3,1,7,0,0,0
569,2012-07-23,3,1,7,0,1,1
570,2012-07-24,3,1,7,0,2,1
571,2012-07-25,3,1,7,0,3,1
572,2012-07-26,3,1,7,0,4,1
573,2012-07-27,3,1,7,0,5,1
574,2012-07-28,3,1,7,0,6,0
575,2012-07-29,3,1,7,0,0,0
576,2012-07-30,3,1,7,0,1,1
577,2012-07-31,3,1,7,0,2,1
578,2012-08-01,3,1,8,0,3,1
579,2012-08-02,3,1,8,0,4,1
580,2012-08-03,3,1,8,0,5,1
581,2012-08-04,3,1,8,0,6,0
582,2012-08-05,3,1,8,0,0,0
583,2012-08-06,3,1,8,0,1,1
584,2012-08-07,3,1,8,0,2,1
585,2012-08-08,3,1,8,0,3,1
586,2012-08-09,3,1,8,0,4,1
587,2012-08-10,3,1,8,0,5,1
588,2012-08-11,3,1,8,0,6,0
589,2012-08-12,3,1,8,0,0,0
590,2012-08-13,3,1,8,0,1,1
591,2012-08-14,3,1,8,0,2,1
592,2012-08-15,3,1,8,0,3,1
593,2012-08-16,3,1,8,0,4,1
594,2012-08-17,3,1,8,0,5,1
595,2012-08-18,3,1,8,0,6,0
596,2012-08-19,3,1,8,0,0,0
597,2012-08-20,3,1,8,0,1,1
598,2012-08-21,3,1,8,0,2,1
599,2012-08-22,3,1,8,0,3,1
600,2012-08-23,3,1,8,0,4,1
601,2012-08-24,3,1,8,0,5,1
602,2012-08-25,3,1,8,0,6,0
603,2012-08-26,3,1,8,0,0,0
604,2012-08-27,3,1,8,0,1,1
605,2012-08-28,3,1,8,0,2,1
606,2012-08-29,3,1,8,0,3,1
607,2012-08-30,3,1,8,0,4,1
608,2012-08-31,3,1,8,0,5,1
609,2012-09-01,3,1,9,0,6,0
610,2012-09-02,3,1,9,0,0,0
611,2012-09-03,3,1,9,1,1,0
612,2012-09-04,3,1,9,0,2,1
613,2012-09-05,3,1,9,0,3,1
614,2012-09-06,3,1,9,0,4,1
615,2012-09-07,3,1,9,0,5,1
616,2012-09-08,3,1,9,0,6,0
617,2012-09-09,3,1,9,0,0,0
618,2012-09-10,3,1,9,0,1,1
619,2012-09-11,3,1,9,0,2,1
620,2012-09-12,3,1,9,0,3,1
621,2012-09-13,3,1,9,0,4,1
622,2012-09-14,3,1,9,0,5,1
623,2012-09-15,3,1,9,0,6,0
624,2012-09-16,3,1,9,0,0,0
625,2012-09-17,3,1,9,0,1,1
626,2012-09-18,3,1,9,0,2,1
627,2012-09-19,3,1,9,0,3,1
628,2012-09-20,3,1,9,0,4,1
629,2012-09-21,3,1,9,0,5,1
630,2012-09-22,3,1,9,0,6,0
631,2012-09-23,4,1,9,0,0,0
632,2012-09-24,4,1,9,0,1,1
633,2012-09-25,4,1,9,0,2,1
634,2012-09-26,4,1,9,0,3,1
635,2012-09-27,4,1,9,0,4,1
636,2012-09-28,4,1,9,0,5,1
637,2012-09-29,4,1,9,0,6,0
638,2012-09-30,4,1,9,0,0,0
639,2012-10-01,4,1,10,0,1,1
640,2012-10-02,4,1,10,0,2,1
641,2012-10-03,4,1,10,0,3,1
642,2012-10-04,4,1,10,0,4,1
643,2012-10-05,4,1,10,0,5,1
644,2012-10-06,4,1,10,0,6,0
645,2012-10-07,4,1,10,0,0,0
646,2012-10-08,4,1,10,1,1,0
647,2012-10-09,4,1,10,0,2,1
648,2012-10-10,4,1,10,0,3,1
649,2012-10-11,4,1,10,0,4,1
650,2012-10-12,4,1,10,0,5,1
651,2012-10-13,4,1,10,0,6,0
652,2012-10-14,4,1,10,0,0,0
653,2012-10-15,4,1,10,0,1,1
654,2012-10-16,4,1,10,0,2,1
655,2012-10-17,4,1,10,0,3,1
656,2012-10-18,4,1,10,0,4,1
657,2012-10-19,4,1,10,0,5,1
658,2012-10-20,4,1,10,0,6,0
659,2012-10-21,4,1,10,0,0,0
660,2012-10-22,4,1,10,0,1,1
661,2012-10-23,4,1,10,0,2,1
662,2012-10-24,4,1,10,0,3,1
663,2012-10-25,4,1,10,0,4,1
664,2012-10-26,4,1,10,0,5,1
665,2012-10-27,4,1,10,0,6,0
666,2012-10-28,4,1,10,0,0,0
667,2012-10-29,4,1,10,0,1,1
668,2012-10-30,4,1,10,0,2,1
669,2012-10-31,4,1,10,0,3,1
670,2012-11-01,4,1,11,0,4,1
671,2012-11-02,4,1,11,0,5,1
672,2012-11-03,4,1,11,0,6,0
673,2012-11-04,4,1,11,0,0,0
674,2012-11-05,4,1,11,0,1,1
675,2012-11-06,4,1,11,0,2,1
676,2012-11-07,4,1,11,0,3,1
677,2012-11-08,4,1,11,0,4,1
678,2012-11-09,4,1,11,0,5,1
679,2012-11-10,4,1,11,0,6,0
680,2012-11-11,4,1,11,0,0,0
681,2012-11-12,4,1,11,1,1,0
682,2012-11-13,4,1,11,0,2,1
683,2012-11-14,4,1,11,0,3,1
684,2012-11-15,4,1,11,0,4,1
685,2012-11-16,4,1,11,0,5,1
686,2012-11-17,4,1,11,0,6,0
687,2012-11-18,4,1,11,0,0,0
688,2012-11-19,4,1,11,0,1,1
689,2012-11-20,4,1,11,0,2,1
690,2012-11-21,4,1,11,0,3,1
691,2012-11-22,4,1,11,1,4,0
692,2012-11-23,4,1,11,0,5,1
693,2012-11-24,4,1,11,0,6,0
694,2012-11-25,4,1,11,0,0,0
695,2012-11-26,4,1,11,0,1,1
696,2012-11-27,4,1,11,0,2,1
697,2012-11-28,4,1,11,0,3,1
698,2012-11-29,4,1,11,0,4,1
699,2012-11-30,4,1,11,0,5,1
700,2012-12-01,4,1,12,0,6,0
701,2012-12-02,4,1,12,0,0,0
702,2012-12-03,4,1,12,0,1,1
703,2012-12-04,4,1,12,0,2,1
704,2012-12-05,4,1,12,0,3,1
705,2012-12-06,4,1,12,0,4,1
706,2012-12-07,4,1,12,0,5,1
707,2012-12-08,4,1,12,0,6,0
708,2012-12-09,4,1,12,0,0,0
709,2012-12-10,4,1,12,0,1,1
710,2012-12-11,4,1,12,0,2,1
711,2012-12-12,4,1,12,0,3,1
712,2012-12-13,4,1,12,0,4,1
713,2012-12-14,4,1,12,0,5,1
714,2012-12-15,4,1,12,0,6,0
715,2012-12-16,4,1,12,0,0,0
716,2012-12-17,4,1,12,0,1,1
717,2012-12-18,4,1,12,0,2,1
718,2012-12-19,4,1,12,0,3,1
719,2012-12-20,4,1,12,0,4,1
720,2012-12-21,1,1,12,0,5,1
721,2012-12-22,1,1,12,0,6,0
722,2012-12-23,1,1,12,0,0,0
723,2012-12-24,1,1,12,0,1,1
724,2012-12-25,1,1,12,1,2,0
725,2012-12-26,1,1,12,0,3,1
726,2012-12-27,1,1,12,0,4,1
727,2012-12-28,1,1,12,0,5,1
728,2012-12-29,1,1,12,0,6,0
729,2012-12-30,1,1,12,0,0,0
730,2012-12-31,1,1,12,0,1,1
